neighborhood,price,beds,baths,toilets,extra
- Trans Amadi Port Harcourt Rivers,"₦ 750,000",0 beds,0 baths,0 Toilets,Beautiful 1 Bedroom Flat For Rent In Woji Port Harcourt This is is a Well fin.. 
Trans Amadi Port Harcourt Rivers,"₦ 1,000,000",3 beds,3 baths, Toilets,Executive Newly Built 3 Bedroom Flat For Rent in Woji Port Harcourt All room.. 
...Trans Amadi Port Harcourt Rivers,"₦ 1,600,000",3 beds,3 baths,0 Toilets,Classy Brand New 3 Bedroom Flat For Rent In Peter Odili Road Port Harcourt E.. 
Trans Amadi Port Harcourt Rivers,"₦ 600,000",beds, baths, Toilets,"Beautiful 2 Bedroom Flat For Rent in Akpajo, Port Harcourt... Good Road Good.. "
Trans Amadi Port Harcourt Rivers,"₦ 2,500,000",beds, baths, Toilets,Luxury 6 Bedroom Duplex For Rent In Woji Port Harcourt Enjoy good power suppl.. 
Trans Amadi Port Harcourt Rivers,"₦ 900,000",beds, baths, Toilets,Brand New 3 Bedroom Flat For Rent in Woji Port Harcourt Enjoy good power supp.. 
Trans Amadi Port Harcourt Rivers,"₦ 400,000",1 beds, baths, Toilets,"Tastefully Finished New 1 Bedroom Flat For Rent in Woji , Port Harcourt... Go.. "
...Trans Amadi Port Harcourt Rivers,"₦ 500,000",0 beds,0 baths,0 Toilets,"Neat 2 Bedroom Flat For Rent in Woji Port Harcourt Good road, and good power .. "
- Trans Amadi Port Harcourt Rivers,"₦ 1,000,000",0 beds,0 baths,0 Toilets,Decent king size 2 Bedroom Flat For Rent In Peter Odili Road Port Harcourt W.. 
Trans Amadi Port Harcourt Rivers,"₦ 550,000",beds, baths, Toilets,Cool 2 Bedroom Flat For Rent in Woji Port Harcourt Enjoy stable power supply... 
Trans Amadi Port Harcourt Rivers,"₦ 600,000",beds, baths, Toilets,Modern King Size 2 Bedroom Flat For Rent In Woji Port Harcourt Well finished .. 
Trans Amadi Port Harcourt Rivers,"₦ 800,000",beds, baths, Toilets,Tastefully Finished 2 Bedroom Flat For Rent in Woji Port Harcourt Well finish.. 
Eliozu Port Harcourt Rivers,"₦ 1,000,000",2 beds, baths, Toilets,"Decent Brand new 2 Bedroom Flat For Rent In Shell Corporative Eliozu, Port Harc.. "
Eliozu Port Harcourt Rivers,"₦ 800,000",beds, baths, Toilets,"Well Finished Brand new 2 Bedroom Flat For Rent in Eliozu, Port Harcourt... G.. "
-Trans Amadi Port Harcourt Rivers,"₦ 1,200,000",0 beds,0 baths,0 Toilets,"Decent 2 Bedroom Flat For Rent in Peter Odili Road, Port Harcourt... Good Ro.. "
Trans Amadi Port Harcourt Rivers,"₦ 400,000",beds, baths, Toilets,Decent Size 2 Bedroom Flat For Rent In Woji Port Harcourt Well finished with .. 
Off Unity fuel StationEliozu Port Harcourt Rivers,"₦ 700,000",4 beds,4 baths,5 Toilets,2unit available... 
...Port Harcourt Rivers,"₦ 350,000",1 beds,2 baths,2 Toilets,FurnishedStandard one bedroom apartment within farm Rd 2 Eliozu with modern facilities an.. 
Airport road no 61Rupkpokwu Port Harcourt Rivers,"₦ 400,000",2 beds,2 baths,2 Toilets,Newly BuiltNewly built house with federal light.. 
"Golf Estate, end of Peter Odili RoadTrans Amadi Port Harcourt Rivers","₦ 35,000",2 beds,2 baths,2 Toilets,Furnished ServicedA tastefully furnished 2 Bedroom Serviced Apartment in a well secured estate in .. 
"Road 7, New Road, Off Location Road,Ada George Port Harcourt Rivers","₦ 400,000",1 beds,2 baths,2 Toilets,"ServicedNicely built and exquisitely finished one bedroom apartment, spaciously and luxu.. "
Within Rupukwu Eneka Rd...Obio Akpor Rivers,"₦ 400,000",2 beds,3 baths,3 Toilets,"Furnished ServicedNewly built 2bedroom flat within Rupukwu Eneka Rd, close to Charles bell fuel st.. "
Okporo streetObia Akpor Port Harcourt Rivers,"₦ 550,000",3 beds,3 baths,3 Toilets,Fine 3 bedroom apartment with air conditioning .. 
Number 55 road 8Rumuokwurushi Port Harcourt Rivers,"₦ 720,000",2 beds,2 baths,3 Toilets,FurnishedFully furnished apartment in a good environment with security and electricity.. 
Woji Port Harcourt Rivers,"₦ 750,000",1 beds,2 baths,2 Toilets,"Serviced Newly BuiltThis is a luxury 1 bedroom apartment in woji PH It's beautiful in all sense, wi.. "
Emenike St.Eagle Island Rumueme Oroakwo Port Harcourt Rivers,"₦ 3,000,000",8 beds,5 baths,5 Toilets,"Furnished3 bedroom flat for rent in Eagle lsland rumueme port harcourt Rent 3M, caution 1.. "
RumuodaraPort Harcourt Rivers,"₦ 800,000",3 beds,4 baths,4 Toilets,3 bedroom Flat / Apartment for rent Rumuodara Port Harcourt Rivers.. 
Off peter odili roadTrans Amadi Port Harcourt Rivers,"₦ 1,400,000",3 beds,4 baths,4 Toilets,Newly BuiltUltra modern 3 bedroom flat situate at Peter Odili road. It affords the followin.. 
"N0.3 DR.ANJU CLOSE, OFF CHIEF UMEH STREET, AGIP ESTATE EXTENTION, RUMUEME, PORT HARCOURTDiobu Mile 4 Port Harcourt Rivers","₦ 800,000",3 beds,2 baths,2 Toilets,"Tastefully finished 3 bedroom flat in a serene environment, with a good layout f.. "
 Shell Co-operativeEneka Port Harcourt Rivers,"₦ 800,000",2 beds,3 baths,3 Toilets,Super luxurious standard brandnew 2bedroom bedroom flat in shell co-operative ar.. 
