neighborhood,price,beds,baths,toilets,extra
magboroMagboro Obafemi Owode Ogun,"₦ 200,000",1 beds,1 baths,1 Toilets,Newly BuiltLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
"Private Estate, via Berger ExpresswayArepo Ogun","₦ 250,000",1 beds,1 baths,2 Toilets,Lovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
"Private Estate, via Berger ExpresswayArepo Ogun","₦ 500,000",2 beds,2 baths,3 Toilets,Lovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
Arepo private EstateArepo Arepo Ogun,"₦ 500,000",2 beds, baths,3 Toilets,Furnished Newly BuiltLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
GRASagamu Ogun,"₦ 700,000",3 beds,3 baths,3 Toilets,Lovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
magboroMagboro Obafemi Owode Ogun,"₦ 350,000",1 beds,1 baths,1 Toilets,Furnished Newly BuiltLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
arepoArepo Arepo Ogun,"₦ 600,000",3 beds,3 baths,4 Toilets,FurnishedLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
MagboroMagboro Obafemi Owode Ogun,"₦ 400,000",3 beds,3 baths,4 Toilets,Furnished Newly BuiltLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
Arepo in a private estateArepo Arepo Ogun,"₦ 1,000,000",4 beds,4 baths,5 Toilets,Furnished Newly BuiltLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
"MOKORE, WAWAArepo Ogun","₦ 400,000",beds, baths, Toilets,FurnishedLovely miniflat at ibafo just 15minutes drive from Ojodu Berger .. 
...Arepo Arepo Ogun,"₦ 600,000",3 beds,3 baths,4 Toilets,"Furnished... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
MagboroMagboro Obafemi Owode Ogun,"₦ 400,000",2 beds,2 baths,3 Toilets,"Furnished Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
GRASagamu Sagamu Ogun,"₦ 300,000",3 beds,3 baths,3 Toilets,"... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
MagboroMagboro Obafemi Owode Ogun,"₦ 200,000",1 beds,1 baths,1 Toilets,"Furnished Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
magboroMagboro Obafemi Owode Ogun,"₦ 300,000",1 beds,1 baths,2 Toilets,"Furnished Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"OGUN RIVER ROAD,ISHERI........Berger Ojodu Lagos","₦ 400,000",2 beds,2 baths,2 Toilets,"... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
Ibasha Magboro Obafemi Owode Ogun,"₦ 400,000",2 beds,2 baths,3 Toilets,"... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
AgbaraAgbara Igbesa Ogun,"₦ 200,000",2 beds,2 baths,3 Toilets,"Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"Afari-ogun street, OshodiOshodi Expressway Oshodi Lagos","₦ 200,000",1 beds,2 baths,2 Toilets,"Furnished... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"Davol bus stop, Iyana-Iyesi, otaOta Idiroko Road Tomori Ado Odo Ota Ogun","₦ 300,000",3 beds,2 baths,3 Toilets,"Furnished... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"Unity Estate, Bayo Oyede streetArepo Ogun","₦ 500,000",2 beds,2 baths,3 Toilets,"... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
Olapeju Estate Yakoyo busstop moweMowe Obafemi Owode Ogun,"₦ 120,000",1 beds,1 baths,1 Toilets,"Serviced Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
Afari - OgunOshodi Lagos,"₦ 250,000",1 beds,1 baths,1 Toilets,"Furnished... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
Toyin closet Kajola Obafemi Owode Ogun,"₦ 210,000",3 beds,3 baths,3 Toilets,"Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"Lugboko Town, Along Ogidan Staff Quarters (Owode Egba), Obafemi Owode Local Government, Ogun State.Ofada Obafemi Owode Ogun","₦ 150,000",2 beds,1 baths,1 Toilets,"Serviced Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"8, Liberty estate and Laderin estate Abeokuta Oke Mosan Abeokuta Ogun","₦ 550,000",2 beds,3 baths,3 Toilets,"... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
"Ayetoro, Itele Ogun StateSango Ota Ado Odo Ota Ogun","₦ 250,000",3 beds,4 baths,3 Toilets,"Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
AwolonleAdigbe Abeokuta Ogun,"₦ 400,000",2 beds,3 baths,3 Toilets,"Furnished Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
Ajegunle Street ilisan-remoIkenne Remo North Ogun,"₦ 220,000",1 beds,2 baths,2 Toilets,"Newly Built... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
58 Vincent streetIjebu North Ijebu Ogun,"₦ 250,000",2 beds,1 baths,1 Toilets,"Serviced... 3 Units of 1 Bedroom (Mini Flat) Flat for rent ... New built, well fenced &.. "
OnibukunOta Idiroko Road Tomori Ado Odo Ota Ogun,"₦ 120,000",1 beds,2 baths,2 Toilets,Newly BuiltThree-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
Kemta housing estate Idi Aba Abeokuta Ogun,"₦ 250,000",1 beds,2 baths,2 Toilets,Newly BuiltThree-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
Agbeloba upright hotel street Abalawa AbeokutaIta Eko Abeokuta Ogun,"₦ 250,000",1 beds, baths,1 Toilets,Newly BuiltThree-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
"Ima Road, Abiola Way, Abeokuta.Abeokuta Ogun","₦ 250,000",2 beds,2 baths,3 Toilets,Three-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
Egan road Iyesi otaAdo Odo Ota Ogun,"₦ 180,000",3 beds,4 baths,4 Toilets,Furnished Newly BuiltThree-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
Abeokuta Street Dalemo Sango otaAdalemo Ado Odo Ota Ogun,"₦ 200,000",1 beds,1 baths,1 Toilets,Three-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
Ibafo Obafemi Owode Ogun,"₦ 350,000",2 beds,2 baths,2 Toilets,Newly BuiltThree-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
"52 Ojo Adewole Street, Akeja Area, Near Navy School of Music, OtaNew Iyanru Ado Odo Ota Ogun","₦ 250,000",3 beds,2 baths,3 Toilets,Three-bedroom flat with three toilets; each bedroom with a wardrobe. Location i.. 
