neighborhood,price,beds,baths,toilets,extra
"Palace bus/stop, Akala Estate, Akobo Akobo Ibadan Oyo","₦ 600,000",3 beds, baths,4 Toilets,['']
Ire Akari Estate Akala Express Ibadan Oyo,"₦ 500,000",3 beds,3 baths,4 Toilets,['']
"Akoto Estate, Elebu Akala Express Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
"Kolalawal Estate, Akala way Akobo Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
"Elebu, Akoto Estate Akala Express Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
"Akuru Estate, ElebuAkala Express Ibadan Oyo","₦ 700,000",3 beds,2 baths,4 Toilets,['']
"Akala way, Akobo Ojurin Ibadan Akobo Ibadan Oyo","₦ 750,000",2 beds,2 baths,3 Toilets,['']
"Zion Estate, Elewuro Street, Akobo Ojurin Ibadan Akobo Ibadan Oyo","₦ 150,000",3 beds, baths,3 Toilets,['Newly Built']
"Heritage Estate, Akala express Akala Express Ibadan Oyo","₦ 500,000",3 beds,3 baths,4 Toilets,['']
Ajadi streetEleyele Ibadan Oyo,"₦ 360,000",3 beds,3 baths,3 Toilets,['']
"Akala way, Akobo Akobo Ibadan Oyo","₦ 600,000",4 beds,4 baths,5 Toilets,['']
Akala express Akala Express Ibadan Oyo,"₦ 500,000",4 beds,4 baths,4 Toilets,['']
Icast ElebuAkala Express Ibadan Oyo,"₦ 500,000",3 beds,3 baths,4 Toilets,['']
General gas estateAkobo Ibadan Oyo,"₦ 600,000",2 beds,2 baths,3 Toilets,['']
"Akala way, Akobo Ojurin Ibadan Akobo Ibadan Oyo","₦ 700,000",3 beds,3 baths,4 Toilets,['']
"S&T Estate, Jericho Jericho Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
Bollard Street Akala Express Ibadan Oyo,"₦ 800,000",2 beds,2 baths,3 Toilets,['']
"Akuru Estate, ElebuAkala Express Ibadan Oyo","₦ 300,000",2 beds,2 baths,3 Toilets,['']
"Elebu, Akoto Estate Akala Express Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
"Jnissi Estate, Akala way, Ibadan Akobo Ibadan Oyo","₦ 1,000,000",4 beds,4 baths,5 Toilets,['']
"Akala way, Akobo Akobo Ibadan Oyo","₦ 1,500,000",4 beds,4 baths,5 Toilets,['']
Kolapo Ishola Estate Akobo Ibadan Oyo,"₦ 2,000,000",4 beds,4 baths,5 Toilets,['']
"Akala way, Akobo Akobo Ibadan Oyo","₦ 650,000",3 beds,3 baths,4 Toilets,['']
Elewuro Estate Akobo Ibadan Oyo,"₦ 600,000",5 beds,5 baths,6 Toilets,['']
"Akuru Estate, ElebuAkala Express Ibadan Oyo","₦ 600,000",3 beds,3 baths,4 Toilets,['']
Okebadan Estate Akobo Ibadan Oyo,"₦ 750,000",3 beds,3 baths,4 Toilets,['']
"Akala express, cele rainbow Akala Express Ibadan Oyo","₦ 500,000",3 beds,3 baths,4 Toilets,['']
"Abake Estate, Akobo Ojurin Akobo Ibadan Oyo","₦ 400,000",2 beds,2 baths,3 Toilets,['']
Elebu Akoto Akala Express Ibadan Oyo,"₦ 600,000",3 beds,3 baths,4 Toilets,['']
Omolayo Akobo Ibadan Oyo,"₦ 800,000",3 beds,3 baths,4 Toilets,['']
Icast ElebuAkala Express Ibadan Oyo,"₦ 500,000",3 beds,3 baths,4 Toilets,['']
"Òkè Ìbùkún area, Elebu Ibadan Oyo","₦ 400,000",2 beds,2 baths,3 Toilets,['']
"Akuru Estate, ElebuAkala Express Ibadan Oyo","₦ 500,000",3 beds,3 baths,4 Toilets,['']
Òkè-Ìbàdàn Estate Akobo Ibadan Oyo,"₦ 1,200,000",5 beds,5 baths,5 Toilets,['']
Elebu ojaAkala Express Ibadan Oyo,"₦ 400,000",2 beds,2 baths,3 Toilets,['']
Elebu Akala Express Ibadan Oyo,"₦ 400,000",2 beds,2 baths,3 Toilets,['']
"Akuru Estate, ElebuIbadan Oyo","₦ 650,000",3 beds,3 baths,4 Toilets,['']
Ajila Odeku Akala Express Ibadan Oyo,"₦ 500,000",3 beds,3 baths,4 Toilets,['']
Ajangboju/Kolapo IsholaAkobo Ibadan Oyo,"₦ 700,000",4 beds,4 baths,4 Toilets,['']
"Akuru, Oluyole Oluyole Estate Ibadan Oyo","₦ 400,000",2 beds, baths,3 Toilets,['']
Ologolo Estate Idishin Ibadan Oyo,"₦ 450,000",3 beds,3 baths,4 Toilets,['']
YAWIRI Akobo Ibadan Oyo,"₦ 400,000",3 beds, baths,4 Toilets,['']
Elewuro Estate Akobo Ibadan Oyo,"₦ 400,000",3 beds,3 baths,4 Toilets,['']
Icast ElebuAkala Express Ibadan Oyo,"₦ 400,000",2 beds,2 baths,3 Toilets,['']
Akari Estate Akala Express Ibadan Oyo,"₦ 650,000",3 beds,3 baths,4 Toilets,['']
"Akuru Estate, ElebuAkala Express Ibadan Oyo","₦ 500,000",3 beds,3 baths,4 Toilets,['']
Aerodorme Bodija Ibadan Oyo,"₦ 950,000",3 beds,3 baths,4 Toilets,['']
"Alaska area, Elebu Akala Express Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
"Zartech, Oluyole estate Akala Express Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['']
General gas estateAkobo Ibadan Oyo,"₦ 600,000",2 beds,2 baths,3 Toilets,['']
Oke ibukunAkala Express Ibadan Oyo,"₦ 400,000",3 beds,3 baths,4 Toilets,['']
TaskaAkala Express Ibadan Oyo,"₦ 450,000",2 beds,2 baths,3 Toilets,['Newly Built']
Salute off AK ala express Ibadan Ibadan Oyo,"₦ 300,000",1 beds,1 baths,2 Toilets,['']
Orital MerinAkala Express Ibadan Oyo,"₦ 270,000",1 beds,1 baths,1 Toilets,['Newly Built']
Kolapo Ishola GRAAkobo Ibadan Oyo,"₦ 900,000",2 beds,2 baths,3 Toilets,['Newly Built']
Kolapo Ishola GRAAkobo Ibadan Oyo,"₦ 1,300,000",3 beds,3 baths,4 Toilets,['Newly Built']
KongiBodija Ibadan Oyo,"₦ 1,000,000",4 beds,4 baths,5 Toilets,['Newly Built']
"Akala Estate, Akobo Akobo Ibadan Oyo","₦ 500,000",3 beds,3 baths,4 Toilets,['Newly Built']
Agara off Akala ExpressAkala Express Ibadan Oyo,"₦ 420,000",3 beds,3 baths,4 Toilets,['Newly Built']
No 10 Alalubosa ibadanAlalubosa Ibadan Oyo,"₦ 500,000",1 beds,2 baths,2 Toilets,"['Furnished', 'Newly Built']"
Ibadan Oyo,"₦ 250,000",2 beds,2 baths,2 Toilets,"['Furnished', 'Newly Built']"
Oyo Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['Furnished']
Joyceb ring road Ibadan. Ring Rd Ibadan Oyo,"₦ 180,000",0 beds,0 baths,0 Toilets,['']
Unity Estate .Elebu .Akala Express Ibadan Oyo,"₦ 600,000",3 beds,3 baths,4 Toilets,['']
"Ajibode, Lakoto AreaAjibode Ibadan Oyo","₦ 130,000",1 beds,1 baths,1 Toilets,['']
Elewuro oju irin Akobo Ibadan Akobo Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Ibadan Oyo,"₦ 250,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Newly Built']"
Apete area poky road Ibadan Ibadan Polytechnic University Of Ibadan Ibadan Oyo,"₦ 110,000",0 beds,0 baths,0 Toilets,['']
Cele area basorun Ibadan Basorun Ibadan Oyo,"₦ 250,000",1 beds ,1 baths,1 Toilets,['']
Ibadan Oyo,"₦ 80,000",1 beds,1 baths,1 Toilets,['Furnished']
College crescent challenge Ibadan Challenge Ibadan Oyo,"₦ 150,000",0 beds,0 baths,0 Toilets,['']
Jiboye apata area very close to bus stopApata Ibadan Oyo,"₦ 180,000",2 beds,2 baths,1 Toilets,['Newly Built']
Ire akari estate soka Ibadan Soka Ibadan Oyo,"₦ 478,000",1 beds,1 baths,1 Toilets,['Serviced']
"Airport, old Ife roadAlakia Ibadan Oyo","₦ 350,000",3 beds,3 baths,4 Toilets,['']
Aerodrome estate samonda Ibadan Samonda Ibadan Oyo,"₦ 500,000",1 beds,1 baths,2 Toilets,['']
Akobo Ibadan Oyo,"₦ 300,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Newly Built']"
Very close to Adeoyo at ring roadRing Rd Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['Newly Built']
Agbowo area Ojoo Ibadan Oyo,"₦ 180,000",1 beds,1 baths,1 Toilets,['']
Jaloke area Sanyo off soka expressway boluwaji Soka Ibadan Oyo,"₦ 100,000",1 beds,1 baths,1 Toilets,['']
Carlton gate EstateAkobo Ibadan Oyo,"₦ 1,800,000",4 beds,4 baths,5 Toilets,['Newly Built']
Ire akari estate soka Ibadan Soka Ibadan Oyo,"₦ 478,000",1 beds,1 baths,1 Toilets,"['Furnished', 'Serviced']"
Room n Parlour self contained at olodo bank Iwo road Iwo Rd Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
This is room and parlour self con at Baptist grammar school idin-ishin Idishin Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Orogun AreaIbadan Polytechnic University Of Ibadan Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Olola Soka Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Opposite Kolapo Ishola GRAAkobo Ibadan Oyo,"₦ 600,000",3 beds,2 baths,3 Toilets,['']
Yellow GateOluyole Estate Ibadan Oyo,"₦ 1,000,000",3 beds,3 baths,4 Toilets,['Newly Built']
Iyaganku GRAIyanganku Ibadan Oyo,"₦ 1,800,000",4 beds,4 baths,5 Toilets,['Newly Built']
Ibadan Oyo,"₦ 200,000",3 beds,2 baths,2 Toilets,['Furnished']
St Ann's area with God estate off akala express oluyole extension IbadanAkala Express Ibadan Oyo,"₦ 500,000",3 beds,4 baths,3 Toilets,['Newly Built']
Omolayo EstateAkobo Ibadan Oyo,"₦ 800,000",3 beds,3 baths,4 Toilets,['Newly Built']
"Jemibewon Road Sabo,Sabo(ibadan) Ibadan Oyo","₦ 1,500,000",2 beds,3 baths,3 Toilets,['Furnished']
Oke itunu area after mokola when going to UIIbadan Polytechnic University Of Ibadan Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['Newly Built']
Opposite Kolapo Ishola GRAIbadan Oyo,"₦ 600,000",3 beds,2 baths,3 Toilets,['']
Ibadan Oyo,"₦ 250,000",2 beds,2 baths,2 Toilets,"['Furnished', 'Newly Built']"
"Awotan, Apete.Ibadan Polytechnic University Of Ibadan Ibadan Oyo","₦ 150,000",1 beds,1 baths,2 Toilets,['Newly Built']
Idi Ishin off nihort Jericho Ibadan Idishin Ibadan Oyo,"₦ 300,000",1 beds,1 baths,1 Toilets,['']
Owode estate abeookuta road Ibadan.Apata Ibadan Oyo,"₦ 180,000",1 beds,1 baths,1 Toilets,['']
Ojoo Ibadan Oyo,"₦ 250,000",3 beds,3 baths,2 Toilets,['']
Oyo Oyo,"₦ 350,000",4 beds,3 baths,3 Toilets,['Furnished']
 3 bedroom flat at oluwatedo estate off isokan ojurin akobo ibadanOyo Oyo,"₦ 200,000",3 beds,3 baths,3 Toilets,['Furnished']
"Akala way akobo, ibadanAkobo Ibadan Oyo","₦ 400,000",3 beds,3 baths,3 Toilets,['Furnished']
Egbeda Oyo,"₦ 400,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Newly Built']"
Agbowo areaIbadan Polytechnic University Of Ibadan Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Mato akingbade gbagi ibadanAlakia Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Jembewon roadSabo(ibadan) Ibadan Oyo,"₦ 2,000,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Serviced']"
Akede streetBasorun Ibadan Oyo,"₦ 200,000",1 beds,1 baths,2 Toilets,['']
Ibadan Oyo,"₦ 200,000",2 beds,1 baths,1 Toilets,['Furnished']
Elebu akala expressAkala Express Ibadan Oyo,"₦ 300,000",1 beds,2 baths,1 Toilets,['']
At iyaganku quarters nearest magara police stationIyanganku Ibadan Oyo,"₦ 170,000",1 beds,1 baths,1 Toilets,['']
Iyaganku GRAIyanganku Ibadan Oyo,"₦ 700,000",1 beds,1 baths,1 Toilets,"['Furnished', 'Serviced', 'Newly Built']"
"Gbongudu,Yawuri, OjuirinAkobo Ibadan Oyo","₦ 250,000",2 beds,2 baths,3 Toilets,['Newly Built']
Oyo Oyo,"₦ 220,000",2 beds,2 baths,2 Toilets,['Furnished']
The house is very close to the bus stop less than 3 minutes walkEleyele Ibadan Oyo,"₦ 200,000",1 beds,2 baths,2 Toilets,['Newly Built']
Akintola Sanyo Ibadan Soka Ibadan Oyo,"₦ 200,000",0 beds,0 baths,0 Toilets,['']
Oyo Oyo,"₦ 160,000",3 beds,3 baths,3 Toilets,['Furnished']
Maje off ire akari estate Soka Ibadan Oyo,"₦ 120,000",1 beds,1 baths,1 Toilets,['']
Ajeigbe ring road Ibadan Ring Rd Ibadan Oyo,"₦ 270,000",1 beds,1 baths,1 Toilets,['']
Ajibode AreaAjibode Ibadan Oyo,"₦ 130,000",1 beds,1 baths,1 Toilets,['']
Akuru area of elebuAkala Express Ibadan Oyo,"₦ 180,000",2 beds,2 baths,1 Toilets,['']
AkotoElebu EstateAkala Express Ibadan Oyo,"₦ 600,000",3 beds,3 baths,4 Toilets,['Newly Built']
Abayomi EstateIwo Rd Ibadan Oyo,"₦ 500,000",3 beds,3 baths,4 Toilets,['']
"Akuru ,Elebu EstateAkala Express Ibadan Oyo","₦ 500,000",2 beds,2 baths,3 Toilets,['Newly Built']
Close to nihort up Jesus areaIdishin Ibadan Oyo,"₦ 180,000",1 beds,1 baths,1 Toilets,['Newly Built']
Olusoji axisOluyole Estate Ibadan Oyo,"₦ 1,000,000",3 beds,3 baths,4 Toilets,['']
Zartech Oluyole Estate Ibadan Oyo,"₦ 500,000",3 beds,4 baths,4 Toilets,['']
Amuda ojere area Iwo road Ibadan Iwo Rd Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Ikolaba EstateBodija Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Carlton gate estate general gas akobo ibada Akobo Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
"Olukotun , Yawuri OjuirinAkobo Ibadan Oyo","₦ 200,000",3 beds,3 baths,5 Toilets,['']
Jaloke area Sanyo off soka expressway boluwaji Soka Ibadan Oyo,"₦ 100,000",1 beds,1 baths,1 Toilets,['']
...Akobo Ibadan Oyo,"₦ 250,000",2 beds,2 baths,3 Toilets,"['Furnished', 'Serviced']"
Iyaganku quarters area Ibadan. Iyanganku Ibadan Oyo,"₦ 500,000",1 beds,1 baths,1 Toilets,['']
Basorun area Ibadan Basorun Ibadan Oyo,"₦ 300,000",1 beds,1 baths,1 Toilets,['']
Ido Oyo,"₦ 2,000,000",4 beds,4 baths,5 Toilets,"['Furnished', 'Newly Built']"
"Akala Estate, AkoboAkobo Ibadan Oyo","₦ 500,000",3 beds,3 baths,4 Toilets,['Newly Built']
"Akala Estate, AkoboAkobo Ibadan Oyo","₦ 600,000",4 beds,4 baths,5 Toilets,['']
Ibadan Oyo,"₦ 400,000",3 beds,3 baths,3 Toilets,['Furnished']
Close to elebu marketAkala Express Ibadan Oyo,"₦ 300,000",2 beds,2 baths,1 Toilets,['Newly Built']
Aba ado off Akala express Ibadan Akala Express Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
At faruku sola Ibadan Ibadan Oyo,"₦ 120,000",1 beds,1 baths,1 Toilets,['']
Kuola area akala express way new barrage challenge Ibadan Akala Express Ibadan Oyo,"₦ 170,000",1 beds,1 baths,1 Toilets,['']
Ibadan Oyo,"₦ 400,000",2 beds,2 baths,3 Toilets,"['Furnished', 'Newly Built']"
Ajibode AreaAjibode Ibadan Oyo,"₦ 120,000",1 beds,1 baths,1 Toilets,['Newly Built']
Amuda ojere area Iwo road Ibadan Iwo Rd Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Ibadan Oyo,"₦ 250,000",3 beds,2 baths,2 Toilets,['Furnished']
Akingbade alakia Ife road Ibadan. Alakia Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Close to bus St stopEleyele Ibadan Oyo,"₦ 200,000",1 beds,2 baths,1 Toilets,['Newly Built']
Close to bus St stop hiEleyele Ibadan Oyo,"₦ 200,000",1 beds,2 baths,1 Toilets,['Newly Built']
Ikolaba Estate Bodija Ibadan Oyo,"₦ 180,000",1 beds,1 baths,1 Toilets,['']
Ire aakari wire and cableApata Ibadan Oyo,"₦ 150,000",1 beds,2 baths,1 Toilets,['Newly Built']
Afinyanu providence estate Eleyele Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Ibadan Oyo,"₦ 350,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Newly Built']"
Aromolahan agodi gate Agodi Ibadan Oyo,"₦ 220,000",1 beds,1 baths,1 Toilets,['']
Aye gun oleyo second aviance off Akala express Ibadan Akala Express Ibadan Oyo,"₦ 100,000",1 beds,1 baths,1 Toilets,['']
Olodo Bank Ibadan Iwo Rd Ibadan Oyo,"₦ 300,000",1 beds,1 baths,1 Toilets,['Newly Built']
Very close to the expressAkala Express Ibadan Oyo,"₦ 170,000",1 beds,1 baths,1 Toilets,['Newly Built']
"Ife road, behind water shedIbadan Oyo","₦ 1,500,000",3 beds,3 baths,3 Toilets,['Furnished']
Elebu EstateAkala Express Ibadan Oyo,"₦ 700,000",3 beds,3 baths,4 Toilets,['Newly Built']
Ido Oyo,"₦ 2,000,000",4 beds,4 baths,5 Toilets,"['Furnished', 'Newly Built']"
Kolapo Ishola GRAAkobo Ibadan Oyo,"₦ 900,000",2 beds,2 baths,3 Toilets,['Newly Built']
Glory dome building idi mango Ibadan Soka Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
"Idi Ape ,after OjuirinAkobo Ibadan Oyo","₦ 350,000",3 beds,3 baths,4 Toilets,['Newly Built']
"Anfani,Ring Rd Ibadan Oyo","₦ 400,000",3 beds,3 baths,3 Toilets,['']
Jembewon roadSabo(ibadan) Ibadan Oyo,"₦ 1,500,000",2 beds,2 baths,3 Toilets,"['Furnished', 'Serviced']"
Akobo Ibadan Oyo,"₦ 400,000",1 beds,1 baths,2 Toilets,"['Furnished', 'Newly Built']"
AdegbayiIbadan Oyo,"₦ 275,000",2 beds,2 baths,3 Toilets,['Newly Built']
"No 40, Ologuneru comunity Ologuneru ibadanIbadan North West Ibadan Oyo","₦ 200,000",1 beds,1 baths,1 Toilets,['Newly Built']
Ajoda estate oluwo alakia egbeda express Iwo road Ibadan Alakia Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Akobo Ibadan Oyo,"₦ 350,000",3 beds,3 baths,4 Toilets,['Furnished']
Unity estateAkala Express Ibadan Oyo,"₦ 500,000",3 beds,4 baths,4 Toilets,['Newly Built']
Akobo Ibadan Oyo,"₦ 400,000",3 beds,4 baths,4 Toilets,['Furnished']
Carlton gate EstateAkobo Ibadan Oyo,"₦ 2,000,000",3 beds,3 baths,4 Toilets,['Newly Built']
Owode First Gate.Apata Ibadan Oyo,"₦ 200,000",1 beds,1 baths,2 Toilets,['Newly Built']
"Ajibode, Lakoto Area Ajibode Ibadan Oyo","₦ 130,000",1 beds,1 baths,1 Toilets,['']
Gate estate ologuneru eleyele road Ibadan Eleyele Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Iyaganku Iyanganku Ibadan Oyo,"₦ 300,000",1 beds,1 baths,1 Toilets,['']
ayegoro area general gas Ibadan Akobo Ibadan Oyo,"₦ 250,000",1 beds,2 baths,2 Toilets,['']
Akoto estate elebu oluyole extension IbadanAkala Express Ibadan Oyo,"₦ 120,000",1 beds,1 baths,1 Toilets,['Newly Built']
Iyanan agbala alakia Iwo road Ibadan Alakia Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
Tella ojurin akobo Akobo Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Ilupeju estate akobo ojurin Akobo Ibadan Oyo,"₦ 200,000",1 beds,1 baths,2 Toilets,['']
Akala estate akoboAkobo Ibadan Oyo,"₦ 170,000",1 beds,1 baths,1 Toilets,['']
Orange gate oluyole estate Oluyole Estate Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Kolapo Ishola GRAAkobo Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['']
eleshinmeta apata road 2Apata Ibadan Oyo,"₦ 350,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Newly Built']"
"Aweni Gardens, Ire Akari EstateSoka Ibadan Oyo","₦ 1,500,000",2 beds,3 baths,4 Toilets,['Serviced']
"Aweni Apartments, Ire Akari Estate, Soka, IbadanSoka Ibadan Oyo","₦ 1,000,000",2 beds,2 baths,3 Toilets,"['Serviced', 'Newly Built']"
Oluyole Main Oluyole Estate Ibadan Oyo,"₦ 300,000",1 beds,1 baths,2 Toilets,['']
"Aduloju, Bodija Express Ibadan Oyo","₦ 120,000",beds, baths, Toilets,['']
"Aweni Gardens, Ire Akari EstateSoka Ibadan Oyo","₦ 820,000",1 beds,1 baths,2 Toilets,"['Serviced', 'Newly Built']"
Jericho phase 2Alalubosa Ibadan Oyo,"₦ 500,000",1 beds,1 baths,2 Toilets,['']
...Iyanganku Ibadan Oyo,"₦ 400,000",1 beds,1 baths,2 Toilets,['']
Old BodijaBodija Ibadan Oyo,"₦ 400,000",0 beds,0 baths,0 Toilets,['']
First Power line Eleyele/OloguneruIbadan Oyo,"₦ 150,000",0 beds,0 baths,0 Toilets,['']
"University of Ibadan, AgbowoIbadan Oyo","₦ 200,000",beds, baths, Toilets,['']
Eleyele Eleyele Ibadan Oyo,"₦ 200,000",beds, baths, Toilets,['Newly Built']
Olusoji Oluyole Estate Ibadan Oyo,"₦ 800,000",3 beds,4 baths,4 Toilets,['Newly Built']
Oluyole Oluyole Estate Ibadan Oyo,"₦ 250,000",1 beds,1 baths,2 Toilets,['']
 New BodijaBodija Ibadan Oyo,"₦ 150,000",beds, baths, Toilets,['']
"Main Jericho, In a Gated Estate Jericho Ibadan Oyo","₦ 350,000",1 beds,1 baths,1 Toilets,['']
Main GRA Alalubosa Ibadan Oyo,"₦ 450,000",1 beds,1 baths,2 Toilets,['']
Ekerin Ologuneru Ibadan Oyo,"₦ 180,000",1 beds,1 baths,2 Toilets,['']
Aerodrome Gra Samonda Ibadan Oyo,"₦ 500,000",1 beds,1 baths,2 Toilets,['']
Kolapo Ishola GraAkobo Ibadan Oyo,"₦ 200,000",beds, baths, Toilets,['']
Larry area Oluyole Estate Ibadan Oyo,"₦ 900,000",beds,4 baths,4 Toilets,['Newly Built']
Oluyole Estate Ibadan Oyo,"₦ 700,000",2 beds,2 baths,2 Toilets,['Newly Built']
"Fagbamila, Agodi GateIbadan Oyo","₦ 200,000",1 beds,1 baths,1 Toilets,['']
Felele challenge area ibadanChallenge Ibadan Oyo,"₦ 200,000",3 beds,2 baths,0 Toilets,['']
College CrescentChallenge Ibadan Oyo,"₦ 220,000",2 beds,1 baths,1 Toilets,['']
U.i-Ojoo old bank road expressway IbadanIbadan Polytechnic University Of Ibadan Ibadan Oyo,"₦ 80,000",1 beds,1 baths,1 Toilets,"['Furnished', 'Serviced']"
"Lagelu estate, FeleleIbadan Oyo","₦ 300,000",2 beds,3 baths,3 Toilets,['']
Charton gate GRA ibadanAkobo Ibadan Oyo,"₦ 150,000",1 beds,1 baths,0 Toilets,['Newly Built']
"Ibadan LG property Ltd scheme, Olunde. Olomi Ibadan Oyo","₦ 200,000",3 beds,3 baths,4 Toilets,"['Furnished', 'Newly Built']"
"Ajila estate, elebu oluyole extensionAkala Express Ibadan Oyo","₦ 450,000",2 beds,0 baths,0 Toilets,['']
After icast elebuAkala Express Ibadan Oyo,"₦ 500,000",2 beds,2 baths,2 Toilets,"['Serviced', 'Newly Built']"
Agara Junction off Akala ExpressAkala Express Ibadan Oyo,"₦ 250,000",2 beds,2 baths,2 Toilets,['Newly Built']
"Olaoye street, elebu area ibadanAkala Express Ibadan Oyo","₦ 160,000",1 beds,1 baths,1 Toilets,['']
"Sawmill, old Ife Rd, IbadanIbadan Oyo","₦ 400,000",3 beds,2 baths,2 Toilets,['Newly Built']
Felele belloChallenge Ibadan Oyo,"₦ 120,000",1 beds,1 baths,1 Toilets,['Furnished']
"Akilapa Estate, Off Idi-IshinIdishin Ibadan Oyo","₦ 400,000",3 beds,2 baths,3 Toilets,['Serviced']
"Aba Ibeji, off Arapaja.... Odo Ona Ibadan Oyo","₦ 300,000",2 beds,2 baths,2 Toilets,['Newly Built']
Opposite Mr bigs NNPC apata Ibadan Apata Ibadan Oyo,"₦ 400,000",3 beds,3 baths,3 Toilets,['']
Alawaye street off akanran roadIwo Rd Ibadan Oyo,"₦ 75,009",1 beds,1 baths,1 Toilets,"['Serviced', 'Newly Built']"
"Elebu abese,off akala expressAkala Express Ibadan Oyo","₦ 250,000",2 beds, baths, Toilets,['Newly Built']
Are BodijaBodija Ibadan Oyo,"₦ 250,000",1 beds,1 baths,1 Toilets,['']
New garage owode estate apataApata Ibadan Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,['Serviced']
Elepe area beside barracks road ojooAkinyele Oyo,"₦ 250,000",3 beds,3 baths,3 Toilets,['']
"Hassan block, Elebu.Oluyole Estate Ibadan Oyo","₦ 600,000",0 beds,0 baths,0 Toilets,['']
Akala express Oluyole Estate Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Felele challenge area IbadanChallenge Ibadan Oyo,"₦ 250,000",3 beds,2 baths,3 Toilets,['']
Idi ape. Beside army barracks fence. AkoboOlorunda Lagelu Oyo,"₦ 400,000",3 beds,3 baths,3 Toilets,"['Furnished', 'Serviced', 'Newly Built']"
"Fortune city Estate, Ologuneru area, Eleyele Ibadan Oyo","₦ 150,000",1 beds,1 baths,1 Toilets,['Newly Built']
"WCCI axis, Oluyole.Oluyole Estate Ibadan Oyo","₦ 450,000",0 beds,0 baths,0 Toilets,['Newly Built']
Lade ibadanApata Ibadan Oyo,"₦ 130,000",3 beds,1 baths,1 Toilets,['']
"Ireakari peluseriki, off akala express way area, IbadanIbadan Oyo","₦ 500,000",2 beds,2 baths,2 Toilets,['']
Very close to orita UIIbadan Polytechnic University Of Ibadan Ibadan Oyo,"₦ 200,000",1 beds,1 baths,1 Toilets,['']
Boluwatife Estate Odo-Ona EleweAkala Express Ibadan Oyo,"₦ 250,000",2 beds,2 baths,2 Toilets,['Serviced']
Apete papa area ibadanIdo Oyo,"₦ 150,000",1 beds,1 baths,1 Toilets,"['Furnished', 'Serviced', 'Newly Built']"
GreengateOluyole Estate Ibadan Oyo,"₦ 750,000",5 beds,5 baths,5 Toilets,"['Serviced', 'Newly Built']"
"Celica, National, Ibadan Ibadan North West Ibadan Oyo","₦ 250,000",2 beds,2 baths,3 Toilets,['Newly Built']
Jericho Ibadan Oyo,"₦ 1,500,000",3 beds,3 baths,4 Toilets,['Newly Built']
Kolapo ishola estateAkobo Ibadan Oyo,"₦ 800,000",2 beds,2 baths,3 Toilets,['']
"Eyinni area, orita-challenge. Ibadan.Challenge Ibadan Oyo","₦ 200,000",1 beds,1 baths,1 Toilets,['']
