neighborhood,price,beds,baths,toilets,extra
Off Demurin road Ketu Kosofe Ikosi Lagos,"₦ 1,000,000",2 beds, baths, Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Seaside estate badoreBadore Ajah Lagos,"₦ 1,800,000",4 beds, baths, Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Lawanson Surulere Lagos,"₦ 300,000",beds, baths, Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Surulere Lagos,"₦ 850,000",2 beds,2 baths,2 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 1,800,000",1 beds,1 baths,2 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 1,800,000",1 beds,1 baths,2 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Gated EstateLekki Phase 1 Lekki Lagos,"₦ 2,500,000",2 beds,2 baths,3 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 2,500,000",3 beds,4 baths,4 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 850,000",1 beds,1 baths,1 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 1,500,000",1 beds,1 baths,1 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
"Joseph Avenue, off United Estate roadSangotedo Lagos","₦ 700,000",2 beds,2 baths,3 Toilets,"Newly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
"Oceanbay Estate, Lafiaji Chevron Lekki Lagos","₦ 2,000,000",3 beds,3 baths,4 Toilets,"ServicedNewly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
Ibeju Lekki Lagos,"₦ 700,000",3 beds,3 baths,4 Toilets,"Furnished Newly BuiltNewly renovated 2 bedrooms flats with dining, prepaid meter, wardrobes, POP ceil.. "
AbijoIbeju Lekki Lagos,"₦ 500,000",1 beds,1 baths,2 Toilets,"Furnished Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
...Eleko Ibeju Lekki Lagos,"₦ 170,000",1 beds,1 baths,1 Toilets,"Furnished Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
...Ibeju Lekki Lagos,"₦ 700,000",1 beds,1 baths,2 Toilets,"Furnished Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
...Ibeju Lekki Lagos,"₦ 900,000",2 beds,2 baths,3 Toilets,"Furnished Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Sangotedo Ajah Lagos,"₦ 1,600,000",3 beds,2 baths,4 Toilets,"Furnished Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
...Ibeju Lekki Lagos,"₦ 600,000",1 beds,1 baths,1 Toilets,"Furnished Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
OworoKosofe Kosofe Ikosi Lagos,"₦ 1,000,000",3 beds,3 baths,4 Toilets,"Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
AgudaAguda Surulere Lagos,"₦ 800,000",1 beds,1 baths,1 Toilets,"Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Bera Estate Chevron Lekki LagosChevron Lekki Lagos,"₦ 550,000",beds, baths, Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
In a Gated & Serene Environment in Yaba.Yaba Lagos,"₦ 1,200,000",3 beds,2 baths,2 Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Opebi Ikeja Lagos,"₦ 1,000,000",1 beds,2 baths,2 Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Iru SettlementOniru Victoria Island Lagos,"₦ 2,000,000",2 beds,2 baths,3 Toilets,"Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Mende Maryland Lagos,"₦ 900,000",1 beds,2 baths,2 Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
"Yaba, Lagos.Yaba Lagos","₦ 650,000",beds, baths, Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Adeniyi Jones roadAdeniyi Jones Ikeja Lagos,"₦ 2,000,000",beds,1 baths,1 Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Located in Gated & Serene Environment. Yaba Lagos,"₦ 700,000",beds, baths, Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
"Alagomeji-Adekunle, Yaba.Yaba Lagos","₦ 1,800,000",3 beds,3 baths,4 Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
...Oregun Ikeja Lagos,"₦ 1,000,000",1 beds,1 baths,2 Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
Lekki Phase 2 Lekki Lagos,"₦ 1,200,000",1 beds,1 baths,1 Toilets,"Serviced Newly BuiltA Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
"Yaba, Lagos. Yaba Lagos","₦ 500,000",beds, baths, Toilets,"A Brand Newly Built Mini Flat @ Aguda, Surulere, Lagos, in a block of flats, wit.. "
papa epeEpe Road Epe Lagos,"₦ 300,000",2 beds,2 baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
Jaiyeola ajatta street Ajao Estate Isolo Lagos,"₦ 1,200,000",3 beds,2 baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
In a Serene & Gated Environment Yaba Lagos,"₦ 750,000",2 beds,2 baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Close to 3rd Mainland Bridge, Yaba, Lagos. Yaba Lagos","₦ 800,000",0 beds,0 baths,0 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"By Commercial Avenue, Sabo, Yaba ( Close to Ozone Cinemas)Sabo Yaba Lagos","₦ 1,300,000",3 beds,1 baths,1 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Alagomeji, Yaba.Alagomeji Yaba Lagos","₦ 1,200,000",2 beds,2 baths,3 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Alagomeji-Adekunle, Close to the 3rd Mainland Bridge, Yaba.Yaba Lagos","₦ 1,500,000",2 beds, baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
SangotedoSangotedo Ajah Lagos,"₦ 350,000",1 beds,1 baths,1 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"In a Gated, Serene & Serviced Estate, Adekunle-Alagomeji,Yaba, Lagos.Alagomeji Yaba Lagos","₦ 2,500,000",3 beds,3 baths,4 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Yaba, Lagos. Yaba Lagos","₦ 750,000",1 beds,1 baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
orchid road lekki phase 2Lekki Lagos,"₦ 1,500,000",2 beds,2 baths,3 Toilets,"Serviced Newly BuiltA clean room in a flat, a working class female is needed, no male pls. The hous.. "
"In a Gated, Secure & Serene Estate in Yaba, Lagos. Yaba Lagos","₦ 1,200,000",3 beds,2 baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
OnigbogboLsdpc Maryland Estate Maryland Lagos,"₦ 600,000",1 beds,2 baths,2 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"In a Gated Environment Close to the 3rd Mainland Bridge, Yaba, Lagos. Yaba Lagos","₦ 1,600,000",3 beds,3 baths,3 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Sabo, Yaba.Sabo Yaba Lagos","₦ 600,000",1 beds,1 baths,1 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
SawmillNew Garage Gbagada Lagos,"₦ 500,000",1 beds,1 baths,1 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Off Commercial Avenue, Sabo, Yaba.Sabo Yaba Lagos","₦ 500,000",beds, baths, Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
...Aguda(ogba) Ogba Lagos,"₦ 700,000",1 beds, 1 baths,2 Toilets,"ServicedA clean room in a flat, a working class female is needed, no male pls. The hous.. "
...Akoka Yaba Lagos,"₦ 350,000",1 beds,1 baths,1 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
"Akoka, Yaba.Akoka Yaba Lagos","₦ 1,100,000",2 beds,2 baths,3 Toilets,"A clean room in a flat, a working class female is needed, no male pls. The hous.. "
In a Gated & Calm Environment Yaba Lagos,"₦ 2,300,000",3 beds,3 baths,4 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
"Alagomeji, Yaba.Alagomeji Yaba Lagos","₦ 1,500,000",2 beds,2 baths,3 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
"Alagomeji, Yaba.Alagomeji Yaba Lagos","₦ 1,000,000",3 beds,2 baths,2 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Coker Road Ilupeju Lagos,"₦ 350,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Lsdpc Maryland Estate Maryland Lagos,"₦ 500,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Oke Ira Ogba Lagos,"₦ 400,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
OnigbogboLsdpc Maryland Estate Maryland Lagos,"₦ 600,000",1 beds,1 baths,2 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
off adeniyi jones is in a secure closeAdeniyi Jones Ikeja Lagos,"₦ 650,000",2 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Phase 1 Gbagada Lagos,"₦ 650,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
...Agidingbi Ikeja Lagos,"₦ 400,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Ibidun Western Avenue Surulere Lagos,"₦ 400,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
-Osapa London Lekki Lagos,"₦ 250,000",1 beds,1 baths,1 Toilets,ServicedMini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Millennium estateLekki Phase 1 Lekki Lagos,"₦ 1,300,000",1 beds,1 baths,1 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Jayeiola ajatta street Ajao Estate Isolo Lagos,"₦ 1,200,000",3 beds,2 baths,2 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
"Adekunle, Yaba.Adekunle Yaba Lagos","₦ 1,000,000",3 beds,2 baths,3 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Ifako Gbagada Gbagada Lagos,"₦ 700,000",1 beds,2 baths,2 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
"Alagomeji, Yaba.Alagomeji Yaba Lagos","₦ 1,300,000",3 beds,3 baths,3 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Lekki Phase 2 Lekki Lagos,"₦ 700,000",1 beds,1 baths,1 Toilets,Serviced Newly BuiltMini Flat with a guest room and an ample parking space for letting at off ajao r.. 
In a Gated Serene Environment in Yaba.Yaba Lagos,"₦ 1,000,000",3 beds,3 baths,4 Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
"Finbarrs Road, Akoka, Lagos.Akoka Yaba Lagos","₦ 400,000",beds, baths, Toilets,Mini Flat with a guest room and an ample parking space for letting at off ajao r.. 
Toyin Street Ikeja Lagos,"₦ 800,000",1 beds,1 baths,1 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Lekki Phase 2 Lekki Lagos,"₦ 1,400,000",1 beds,1 baths,2 Toilets,"Serviced Newly BuiltSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
MajekSangotedo Ajah Lagos,"₦ 200,000",1 beds,1 baths,1 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
...Oregun Ikeja Lagos,"₦ 650,000",1 beds,2 baths,2 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
"Yaba, Lagos. Yaba Lagos","₦ 450,000",beds, baths, Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Oke Ira Ogba Lagos,"₦ 450,000",1 beds,1 baths,1 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
"Yaba, Lagos.Yaba Lagos","₦ 1,200,000",2 beds,2 baths,3 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Oregun Ikeja Lagos,"₦ 600,000",1 beds,1 baths,1 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
...Ifako Gbagada Gbagada Lagos,"₦ 600,000",1 beds,2 baths,2 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Lekki Phase 2 Lekki Lagos,"₦ 550,000",1 beds,1 baths,1 Toilets,"ServicedSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 1,500,000",1 beds,1 baths,2 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 2,000,000",2 beds,2 baths,2 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Oniru SideLekki Phase 1 Lekki Lagos,"₦ 1,500,000",1 beds,1 baths,1 Toilets,"ServicedSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Lekki Phase 1 Lekki Lagos,"₦ 1,600,000",1 beds,1 baths,1 Toilets,"ServicedSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Off Admiralty WayLekki Phase 1 Lekki Lagos,"₦ 1,400,000",1 beds,1 baths,1 Toilets,"ServicedSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Ilasan Lekki Lagos,"₦ 2,300,000",3 beds,4 baths,4 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
Yaba Lagos,"₦ 850,000",3 beds,2 baths,2 Toilets,"Newly BuiltSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
AlagomejiAlagomeji Yaba Lagos,"₦ 2,000,000",2 beds,2 baths,3 Toilets,"ServicedSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
...River Valley Estate Ojodu Lagos,"₦ 600,000",1 beds,1 baths,1 Toilets,"Spacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
IlupejuIkorodu Road(ilupeju) Ilupeju Lagos,"₦ 350,000",1 beds,1 baths,1 Toilets,"Newly BuiltSpacious mini flat for letting. Location: Oregun Rent: 700k for a year, or 600.. "
...Omole Phase 1 Ojodu Lagos,"₦ 600,000",1 beds,1 baths,1 Toilets,Furnished*TO LET* 2 bedroom flat at Magodo Isheri Residential Scheme. All rooms en-suits.. 
